snr_db,window,stat,cond,alpha,n_seeds,tpr_mean,tpr_lo,tpr_hi,realised_fpr_mean
10.0,1,resid,V90,0.1,5,0.15520833333333334,0.1339359333354311,0.17648073333123557,0.10416666666666667
10.0,1,resid,V150,0.01,5,0.03166666666666667,-0.008674145452817791,0.07200747878615113,0.013958333333333333
10.0,1,resid,V150,0.05,5,0.10729166666666667,0.07231003833693535,0.14227329499639801,0.043333333333333335
10.0,1,resid,V150,0.1,5,0.2325,0.2091219962898725,0.25587800371012753,0.10416666666666667
10.0,1,resid,V250,0.01,5,0.10500000000000001,-0.008279247378171553,0.21827924737817156,0.013958333333333333
10.0,1,resid,V250,0.05,5,0.2914583333333334,0.22803291977462653,0.3548837468920402,0.043333333333333335
10.0,1,resid,V250,0.1,5,0.45083333333333336,0.42349696407752463,0.4781697025891421,0.10416666666666667
10.0,1,resid,V400,0.01,5,0.35854166666666665,0.22713133573774377,0.4899519975955895,0.013958333333333333
10.0,1,resid,V400,0.05,5,0.5504166666666667,0.48602145134339636,0.614811881989937,0.043333333333333335
10.0,1,resid,V400,0.1,5,0.6735416666666667,0.6416284796058083,0.7054548537275251,0.10416666666666667
10.0,1,tdisp,DS200,0.01,5,0.02375,0.011130233185544918,0.036369766814455085,0.005416666666666666
10.0,1,tdisp,DS200,0.05,5,0.09874999999999999,0.04890457236492526,0.14859542763507472,0.045208333333333336
10.0,1,tdisp,DS200,0.1,5,0.18541666666666667,0.14697199706236697,0.22386133627096638,0.08687500000000001
10.0,1,tdisp,DS300,0.01,5,0.059166666666666666,0.03164732100909545,0.08668601232423788,0.005416666666666666
10.0,1,tdisp,DS300,0.05,5,0.17875000000000002,0.10099202270239796,0.2565079772976021,0.045208333333333336
10.0,1,tdisp,DS300,0.1,5,0.27625,0.2270038906113864,0.3254961093886136,0.08687500000000001
10.0,1,tdisp,DS600,0.01,5,0.05583333333333333,0.02852451627930699,0.08314215038735967,0.005416666666666666
10.0,1,tdisp,DS600,0.05,5,0.16333333333333336,0.09106247450406375,0.23560419216260298,0.045208333333333336
10.0,1,tdisp,DS600,0.1,5,0.26625,0.2151435122056784,0.3173564877943216,0.08687500000000001
10.0,1,tdisp,DS1000,0.01,5,0.06729166666666668,0.03373049121512512,0.10085284211820825,0.005416666666666666
10.0,1,tdisp,DS1000,0.05,5,0.18291666666666667,0.10034849875467342,0.2654848345786599,0.045208333333333336
10.0,1,tdisp,DS1000,0.1,5,0.28270833333333334,0.23134878904236325,0.33406787762430346,0.08687500000000001
10.0,1,tdisp,CDLA,0.01,5,0.004791666666666666,0.0026273945131592338,0.006955938820174099,0.005416666666666666
10.0,1,tdisp,CDLA,0.05,5,0.03791666666666667,0.00960036238824544,0.0662329709450879,0.045208333333333336
10.0,1,tdisp,CDLA,0.1,5,0.08458333333333332,0.06367981246703512,0.10548685419963151,0.08687500000000001
10.0,1,tdisp,CDLB,0.01,5,0.023541666666666666,0.012582057218311293,0.03450127611502204,0.005416666666666666
10.0,1,tdisp,CDLB,0.05,5,0.09583333333333333,0.03918891031749995,0.15247775634916672,0.045208333333333336
10.0,1,tdisp,CDLB,0.1,5,0.16395833333333334,0.13097536536620707,0.19694130130045961,0.08687500000000001
10.0,1,tdisp,CDLD,0.01,5,0.017083333333333332,0.007421713263287003,0.02674495340337966,0.005416666666666666
10.0,1,tdisp,CDLD,0.05,5,0.07208333333333333,0.010593078728458029,0.13357358793820864,0.045208333333333336
10.0,1,tdisp,CDLD,0.1,5,0.138125,0.09545652014565656,0.18079347985434344,0.08687500000000001
10.0,1,tdisp,CDLE,0.01,5,0.021041666666666667,0.010597912179106887,0.03148542115422645,0.005416666666666666
10.0,1,tdisp,CDLE,0.05,5,0.08687500000000001,0.024231163561814997,0.14951883643818503,0.045208333333333336
10.0,1,tdisp,CDLE,0.1,5,0.14937499999999998,0.10589097669951379,0.19285902330048615,0.08687500000000001
10.0,1,tdisp,S2,0.01,5,0.04666666666666667,0.02474744776995593,0.06858588556337741,0.005416666666666666
10.0,1,tdisp,S2,0.05,5,0.140625,0.07428858321518943,0.20696141678481056,0.045208333333333336
10.0,1,tdisp,S2,0.1,5,0.23874999999999996,0.19831805953083317,0.2791819404691668,0.08687500000000001
10.0,1,tdisp,V30,0.01,5,0.06354166666666666,0.055999913496783925,0.0710834198365494,0.005416666666666666
10.0,1,tdisp,V30,0.05,5,0.14916666666666667,0.09041725517169175,0.2079160781616416,0.045208333333333336
10.0,1,tdisp,V30,0.1,5,0.22645833333333334,0.19182997887721442,0.26108668778945227,0.08687500000000001
10.0,1,tdisp,V90,0.01,5,0.4697916666666666,0.4285243011201143,0.5110590322132189,0.005416666666666666
10.0,1,tdisp,V90,0.05,5,0.57375,0.5076763727808078,0.6398236272191922,0.045208333333333336
10.0,1,tdisp,V90,0.1,5,0.6389583333333333,0.5974424095584582,0.6804742571082084,0.08687500000000001
10.0,1,tdisp,V150,0.01,5,0.685,0.6515886965779814,0.7184113034220188,0.005416666666666666
10.0,1,tdisp,V150,0.05,5,0.754375,0.7142754280170014,0.7944745719829986,0.045208333333333336
10.0,1,tdisp,V150,0.1,5,0.7954166666666667,0.7709683273721741,0.8198650059611592,0.08687500000000001
10.0,1,tdisp,V250,0.01,5,0.8475000000000001,0.8330798950799112,0.8619201049200891,0.005416666666666666
10.0,1,tdisp,V250,0.05,5,0.8847916666666666,0.8624528850413363,0.907130448291997,0.045208333333333336
10.0,1,tdisp,V250,0.1,5,0.9085416666666667,0.8983000945750137,0.9187832387583197,0.08687500000000001
10.0,1,tdisp,V400,0.01,5,0.9424999999999999,0.9293925539819946,0.9556074460180052,0.005416666666666666
10.0,1,tdisp,V400,0.05,5,0.9591666666666667,0.9499571500535862,0.9683761832797473,0.045208333333333336
10.0,1,tdisp,V400,0.1,5,0.9662499999999999,0.9583507242985534,0.9741492757014465,0.08687500000000001
10.0,1,comb,DS200,0.01,5,0.11500000000000002,0.016818245534631834,0.2131817544653682,0.010416666666666668
10.0,1,comb,DS200,0.05,5,0.3239583333333333,0.21766319924173944,0.43025346742492715,0.045
10.0,1,comb,DS200,0.1,5,0.45979166666666665,0.35205602738807934,0.567527305945254,0.09375
10.0,1,comb,DS300,0.01,5,0.5485416666666667,0.4105970550892921,0.6864862782440413,0.010416666666666668
10.0,1,comb,DS300,0.05,5,0.7960416666666666,0.7011930193669642,0.8908903139663691,0.045
10.0,1,comb,DS300,0.1,5,0.88375,0.8300887060955784,0.9374112939044217,0.09375
10.0,1,comb,DS600,0.01,5,0.9766666666666666,0.9599873220985161,0.993346011234817,0.010416666666666668
10.0,1,comb,DS600,0.05,5,0.9960416666666667,0.992226684762399,0.9998566485709345,0.045
10.0,1,comb,DS600,0.1,5,0.9989583333333334,0.9976649333352045,1.0002517333314622,0.09375
10.0,1,comb,DS1000,0.01,5,1.0,1.0,1.0,0.010416666666666668
10.0,1,comb,DS1000,0.05,5,1.0,1.0,1.0,0.045
10.0,1,comb,DS1000,0.1,5,1.0,1.0,1.0,0.09375
10.0,1,comb,CDLA,0.01,5,0.004166666666666667,-0.002428405162673573,0.010761738496006906,0.010416666666666668
10.0,1,comb,CDLA,0.05,5,0.02291666666666667,-0.0025439377571182947,0.04837727109045163,0.045
10.0,1,comb,CDLA,0.1,5,0.05229166666666667,0.006586856248854432,0.0979964770844789,0.09375
10.0,1,comb,CDLB,0.01,5,0.09104166666666666,0.042109078011452895,0.13997425532188043,0.010416666666666668
10.0,1,comb,CDLB,0.05,5,0.23354166666666668,0.15300012110263173,0.3140832122307016,0.045
10.0,1,comb,CDLB,0.1,5,0.3285416666666666,0.20484907020761675,0.45223426312571646,0.09375
10.0,1,comb,CDLD,0.01,5,0.020625,-0.027971396109374404,0.0692213961093744,0.010416666666666668
10.0,1,comb,CDLD,0.05,5,0.12354166666666666,-0.13186242557035344,0.37894575890368676,0.045
10.0,1,comb,CDLD,0.1,5,0.206875,-0.15901160588594512,0.5727616058859452,0.09375
10.0,1,comb,CDLE,0.01,5,0.052916666666666654,-0.06372406416544386,0.16955739749877718,0.010416666666666668
10.0,1,comb,CDLE,0.05,5,0.171875,-0.15214816022718564,0.49589816022718564,0.045
10.0,1,comb,CDLE,0.1,5,0.2595833333333334,-0.14422932015330714,0.6633959868199739,0.09375
10.0,1,comb,S2,0.01,5,1.0,1.0,1.0,0.010416666666666668
10.0,1,comb,S2,0.05,5,1.0,1.0,1.0,0.045
10.0,1,comb,S2,0.1,5,1.0,1.0,1.0,0.09375
10.0,1,comb,V30,0.01,5,0.042708333333333334,0.025794933677074347,0.05962173298959232,0.010416666666666668
10.0,1,comb,V30,0.05,5,0.11854166666666668,0.08095064727315249,0.15613268606018088,0.045
10.0,1,comb,V30,0.1,5,0.18958333333333335,0.12325322139259773,0.255913445274069,0.09375
10.0,1,comb,V90,0.01,5,0.4029166666666667,0.37686500916990906,0.42896832416342434,0.010416666666666668
10.0,1,comb,V90,0.05,5,0.5377083333333333,0.49594332785069006,0.5794733388159766,0.045
10.0,1,comb,V90,0.1,5,0.6008333333333333,0.5441490546981103,0.6575176119685564,0.09375
10.0,1,comb,V150,0.01,5,0.63375,0.6202589017940942,0.6472410982059059,0.010416666666666668
10.0,1,comb,V150,0.05,5,0.7262500000000001,0.7048716982136166,0.7476283017863835,0.045
10.0,1,comb,V150,0.1,5,0.770625,0.7375559210892105,0.8036940789107895,0.09375
10.0,1,comb,V250,0.01,5,0.8166666666666668,0.797569844548187,0.8357634887851465,0.010416666666666668
10.0,1,comb,V250,0.05,5,0.8712499999999999,0.8540278556988435,0.8884721443011562,0.045
10.0,1,comb,V250,0.1,5,0.8922916666666667,0.8748763346701044,0.909706998663229,0.09375
10.0,1,comb,V400,0.01,5,0.9262500000000001,0.9114350642108386,0.9410649357891616,0.010416666666666668
10.0,1,comb,V400,0.05,5,0.9525,0.9397090652532882,0.9652909347467118,0.045
10.0,1,comb,V400,0.1,5,0.963125,0.9539064054974674,0.9723435945025326,0.09375
10.0,1,conf_a,DS200,0.01,5,0.4133333333333333,0.29172484183572245,0.5349418248309441,0.012291666666666668
10.0,1,conf_a,DS200,0.05,5,0.6833333333333333,0.5795263999398338,0.7871402667268329,0.050208333333333334
10.0,1,conf_a,DS200,0.1,5,0.7975000000000001,0.7263242086795609,0.8686757913204393,0.1075
10.0,1,conf_a,DS300,0.01,5,0.9229166666666668,0.8883439129412005,0.9574894203921331,0.012291666666666668
10.0,1,conf_a,DS300,0.05,5,0.9741666666666667,0.9581838847163017,0.9901494486170318,0.050208333333333334
10.0,1,conf_a,DS300,0.1,5,0.9877083333333333,0.9788223835358414,0.9965942831308252,0.1075
10.0,1,conf_a,DS600,0.01,5,0.9997916666666666,0.9992132406030837,1.0003700927302495,0.012291666666666668
10.0,1,conf_a,DS600,0.05,5,1.0,1.0,1.0,0.050208333333333334
10.0,1,conf_a,DS600,0.1,5,1.0,1.0,1.0,0.1075
10.0,1,conf_a,DS1000,0.01,5,1.0,1.0,1.0,0.012291666666666668
10.0,1,conf_a,DS1000,0.05,5,1.0,1.0,1.0,0.050208333333333334
10.0,1,conf_a,DS1000,0.1,5,1.0,1.0,1.0,0.1075
10.0,1,conf_a,CDLA,0.01,5,0.00041666666666666664,-0.00029175768818568305,0.0011250910215190163,0.012291666666666668
10.0,1,conf_a,CDLA,0.05,5,0.00375,-8.684444373329532e-05,0.0075868444437332955,0.050208333333333334
10.0,1,conf_a,CDLA,0.1,5,0.013541666666666665,0.0036490589226563057,0.023434274410677025,0.1075
10.0,1,conf_a,CDLB,0.01,5,0.27312499999999995,0.2035429650675279,0.342707034932472,0.012291666666666668
10.0,1,conf_a,CDLB,0.05,5,0.46270833333333333,0.3820526312351539,0.5433640354315128,0.050208333333333334
10.0,1,conf_a,CDLB,0.1,5,0.588125,0.5250354458504267,0.6512145541495733,0.1075
10.0,1,conf_a,CDLD,0.01,5,0.03729166666666667,0.009515167685698201,0.06506816564763514,0.012291666666666668
10.0,1,conf_a,CDLD,0.05,5,0.13333333333333333,0.044173125537928265,0.2224935411287384,0.050208333333333334
10.0,1,conf_a,CDLD,0.1,5,0.23937500000000003,0.11300710632249275,0.36574289367750734,0.1075
10.0,1,conf_a,CDLE,0.01,5,0.11750000000000001,0.04917958068331889,0.18582041931668114,0.012291666666666668
10.0,1,conf_a,CDLE,0.05,5,0.29437499999999994,0.15667010915438065,0.43207989084561926,0.050208333333333334
10.0,1,conf_a,CDLE,0.1,5,0.4404166666666667,0.28043610507525885,0.6003972282580745,0.1075
10.0,1,conf_a,S2,0.01,5,1.0,1.0,1.0,0.012291666666666668
10.0,1,conf_a,S2,0.05,5,1.0,1.0,1.0,0.050208333333333334
10.0,1,conf_a,S2,0.1,5,1.0,1.0,1.0,0.1075
10.0,1,conf_a,V30,0.01,5,0.0225,0.008138017464457952,0.03686198253554204,0.012291666666666668
10.0,1,conf_a,V30,0.05,5,0.10895833333333334,0.03919501828146188,0.1787216483852048,0.050208333333333334
10.0,1,conf_a,V30,0.1,5,0.21458333333333335,0.14416129630463398,0.2850053703620327,0.1075
10.0,1,conf_a,V90,0.01,5,0.433125,0.34677468684446666,0.5194753131555333,0.012291666666666668
10.0,1,conf_a,V90,0.05,5,0.5779166666666666,0.5158914273539384,0.6399419059793948,0.050208333333333334
10.0,1,conf_a,V90,0.1,5,0.6575,0.6158955217010963,0.6991044782989037,0.1075
10.0,1,conf_a,V150,0.01,5,0.610625,0.5624261058939052,0.6588238941060948,0.012291666666666668
10.0,1,conf_a,V150,0.05,5,0.7208333333333333,0.6739486984144166,0.76771796825225,0.050208333333333334
10.0,1,conf_a,V150,0.1,5,0.7779166666666666,0.738756325056626,0.8170770082767072,0.1075
10.0,1,conf_a,V250,0.01,5,0.7777083333333333,0.7302245207690025,0.8251921458976642,0.012291666666666668
10.0,1,conf_a,V250,0.05,5,0.8539583333333333,0.8214633475660349,0.8864533191006316,0.050208333333333334
10.0,1,conf_a,V250,0.1,5,0.8933333333333333,0.8708081123071149,0.9158585543595518,0.1075
10.0,1,conf_a,V400,0.01,5,0.8924999999999998,0.8689615413956444,0.9160384586043553,0.012291666666666668
10.0,1,conf_a,V400,0.05,5,0.9347916666666667,0.9157255292357069,0.9538578040976264,0.050208333333333334
10.0,1,conf_a,V400,0.1,5,0.95625,0.9408102491402781,0.971689750859722,0.1075
10.0,1,conf_d,DS200,0.01,5,0.5549999999999999,0.43612183375857355,0.6738781662414264,0.016875
10.0,1,conf_d,DS200,0.05,5,0.7485416666666668,0.6725738202539205,0.824509513079413,0.06083333333333333
10.0,1,conf_d,DS200,0.1,5,0.835,0.7998323612915267,0.8701676387084732,0.10791666666666669
10.0,1,conf_d,DS300,0.01,5,0.9547916666666667,0.9283543682164505,0.981228965116883,0.016875
10.0,1,conf_d,DS300,0.05,5,0.98125,0.9724301879093182,0.9900698120906817,0.06083333333333333
10.0,1,conf_d,DS300,0.1,5,0.9918750000000001,0.9882859606613008,0.9954640393386993,0.10791666666666669
10.0,1,conf_d,DS600,0.01,5,1.0,1.0,1.0,0.016875
10.0,1,conf_d,DS600,0.05,5,1.0,1.0,1.0,0.06083333333333333
10.0,1,conf_d,DS600,0.1,5,1.0,1.0,1.0,0.10791666666666669
10.0,1,conf_d,DS1000,0.01,5,1.0,1.0,1.0,0.016875
10.0,1,conf_d,DS1000,0.05,5,1.0,1.0,1.0,0.06083333333333333
10.0,1,conf_d,DS1000,0.1,5,1.0,1.0,1.0,0.10791666666666669
10.0,1,conf_d,CDLA,0.01,5,0.0008333333333333333,-0.0008530539424048994,0.0025197206090715662,0.016875
10.0,1,conf_d,CDLA,0.05,5,0.007083333333333333,0.0022960058214859837,0.011870660845180682,0.06083333333333333
10.0,1,conf_d,CDLA,0.1,5,0.016666666666666666,0.0051343536881175884,0.028198979645215744,0.10791666666666669
10.0,1,conf_d,CDLB,0.01,5,0.34249999999999997,0.2829937598128822,0.4020062401871177,0.016875
10.0,1,conf_d,CDLB,0.05,5,0.509375,0.47429785851412487,0.5444521414858752,0.06083333333333333
10.0,1,conf_d,CDLB,0.1,5,0.6229166666666666,0.5737930010021608,0.6720403323311723,0.10791666666666669
10.0,1,conf_d,CDLD,0.01,5,0.1,0.048401606826985695,0.15159839317301432,0.016875
10.0,1,conf_d,CDLD,0.05,5,0.25125000000000003,0.17147541996011975,0.33102458003988033,0.06083333333333333
10.0,1,conf_d,CDLD,0.1,5,0.3891666666666667,0.21147214641651396,0.5668611869168194,0.10791666666666669
10.0,1,conf_d,CDLE,0.01,5,0.23854166666666665,0.14359782517613562,0.3334855081571977,0.016875
10.0,1,conf_d,CDLE,0.05,5,0.4552083333333334,0.3477821391101807,0.5626345275564861,0.06083333333333333
10.0,1,conf_d,CDLE,0.1,5,0.5954166666666667,0.4331256300765214,0.757707703256812,0.10791666666666669
10.0,1,conf_d,S2,0.01,5,1.0,1.0,1.0,0.016875
10.0,1,conf_d,S2,0.05,5,1.0,1.0,1.0,0.06083333333333333
10.0,1,conf_d,S2,0.1,5,1.0,1.0,1.0,0.10791666666666669
10.0,1,conf_d,V30,0.01,5,0.034791666666666665,0.0028653773401739607,0.06671795599315937,0.016875
10.0,1,conf_d,V30,0.05,5,0.12208333333333332,0.08632836706495055,0.15783829960171608,0.06083333333333333
10.0,1,conf_d,V30,0.1,5,0.22520833333333332,0.1936934008933228,0.2567232657733438,0.10791666666666669
10.0,1,conf_d,V90,0.01,5,0.4758333333333334,0.3905797282359348,0.561086938430732,0.016875
10.0,1,conf_d,V90,0.05,5,0.6047916666666667,0.5528894086341497,0.6566939246991838,0.06083333333333333
10.0,1,conf_d,V90,0.1,5,0.6714583333333334,0.638883649312795,0.7040330173538718,0.10791666666666669
10.0,1,conf_d,V150,0.01,5,0.6402083333333334,0.5951931819910888,0.6852234846755779,0.016875
10.0,1,conf_d,V150,0.05,5,0.7358333333333333,0.7084633268298522,0.7632033398368144,0.06083333333333333
10.0,1,conf_d,V150,0.1,5,0.7889583333333332,0.7654874885527516,0.8124291781139148,0.10791666666666669
10.0,1,conf_d,V250,0.01,5,0.8041666666666666,0.7604294703078996,0.8479038630254335,0.016875
10.0,1,conf_d,V250,0.05,5,0.8689583333333333,0.8535077513597856,0.8844089153068809,0.06083333333333333
10.0,1,conf_d,V250,0.1,5,0.8981250000000001,0.8885154645146175,0.9077345354853826,0.10791666666666669
10.0,1,conf_d,V400,0.01,5,0.9072916666666668,0.8910596255153611,0.9235237078179726,0.016875
10.0,1,conf_d,V400,0.05,5,0.9400000000000001,0.9279151857951619,0.9520848142048383,0.06083333333333333
10.0,1,conf_d,V400,0.1,5,0.9574999999999999,0.9474230941356879,0.9675769058643119,0.10791666666666669
10.0,1,crcfail_a,DS200,0.01,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_a,DS200,0.05,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_a,DS200,0.1,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_a,DS300,0.01,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_a,DS300,0.05,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_a,DS300,0.1,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_a,DS600,0.01,5,0.0024999999999999996,-0.0006149196811358363,0.005614919681135836,0.0
10.0,1,crcfail_a,DS600,0.05,5,0.0024999999999999996,-0.0006149196811358363,0.005614919681135836,0.0
10.0,1,crcfail_a,DS600,0.1,5,0.0024999999999999996,-0.0006149196811358363,0.005614919681135836,0.0
10.0,1,crcfail_a,DS1000,0.01,5,0.006666666666666666,-0.0033769819918708036,0.016710315325204138,0.0
10.0,1,crcfail_a,DS1000,0.05,5,0.006666666666666666,-0.0033769819918708036,0.016710315325204138,0.0
10.0,1,crcfail_a,DS1000,0.1,5,0.006666666666666666,-0.0033769819918708036,0.016710315325204138,0.0
10.0,1,crcfail_a,CDLA,0.01,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_a,CDLA,0.05,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_a,CDLA,0.1,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_a,CDLB,0.01,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_a,CDLB,0.05,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_a,CDLB,0.1,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_a,CDLD,0.01,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_a,CDLD,0.05,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_a,CDLD,0.1,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_a,CDLE,0.01,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_a,CDLE,0.05,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_a,CDLE,0.1,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_a,S2,0.01,5,0.050208333333333334,-0.004508754479064535,0.1049254211457312,0.0
10.0,1,crcfail_a,S2,0.05,5,0.050208333333333334,-0.004508754479064535,0.1049254211457312,0.0
10.0,1,crcfail_a,S2,0.1,5,0.050208333333333334,-0.004508754479064535,0.1049254211457312,0.0
10.0,1,crcfail_a,V30,0.01,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_a,V30,0.05,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_a,V30,0.1,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_a,V90,0.01,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_a,V90,0.05,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_a,V90,0.1,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_a,V150,0.01,5,0.042708333333333334,0.027876469407867803,0.057540197258798866,0.0
10.0,1,crcfail_a,V150,0.05,5,0.042708333333333334,0.027876469407867803,0.057540197258798866,0.0
10.0,1,crcfail_a,V150,0.1,5,0.042708333333333334,0.027876469407867803,0.057540197258798866,0.0
10.0,1,crcfail_a,V250,0.01,5,0.30645833333333333,0.28087646383990983,0.33204020282675684,0.0
10.0,1,crcfail_a,V250,0.05,5,0.30645833333333333,0.28087646383990983,0.33204020282675684,0.0
10.0,1,crcfail_a,V250,0.1,5,0.30645833333333333,0.28087646383990983,0.33204020282675684,0.0
10.0,1,crcfail_a,V400,0.01,5,0.5164583333333332,0.4843517787581452,0.5485648879085212,0.0
10.0,1,crcfail_a,V400,0.05,5,0.5164583333333332,0.4843517787581452,0.5485648879085212,0.0
10.0,1,crcfail_a,V400,0.1,5,0.5164583333333332,0.4843517787581452,0.5485648879085212,0.0
10.0,1,crcfail_d,DS200,0.01,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_d,DS200,0.05,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_d,DS200,0.1,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_d,DS300,0.01,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_d,DS300,0.05,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_d,DS300,0.1,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_d,DS600,0.01,5,0.006458333333333334,-0.0010500736754061627,0.01396674034207283,0.0
10.0,1,crcfail_d,DS600,0.05,5,0.006458333333333334,-0.0010500736754061627,0.01396674034207283,0.0
10.0,1,crcfail_d,DS600,0.1,5,0.006458333333333334,-0.0010500736754061627,0.01396674034207283,0.0
10.0,1,crcfail_d,DS1000,0.01,5,0.021666666666666667,0.004256138237151021,0.039077195096182314,0.0
10.0,1,crcfail_d,DS1000,0.05,5,0.021666666666666667,0.004256138237151021,0.039077195096182314,0.0
10.0,1,crcfail_d,DS1000,0.1,5,0.021666666666666667,0.004256138237151021,0.039077195096182314,0.0
10.0,1,crcfail_d,CDLA,0.01,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_d,CDLA,0.05,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_d,CDLA,0.1,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_d,CDLB,0.01,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_d,CDLB,0.05,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_d,CDLB,0.1,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_d,CDLD,0.01,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_d,CDLD,0.05,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_d,CDLD,0.1,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_d,CDLE,0.01,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_d,CDLE,0.05,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_d,CDLE,0.1,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_d,S2,0.01,5,0.129375,0.043510383281000556,0.21523961671899944,0.0
10.0,1,crcfail_d,S2,0.05,5,0.129375,0.043510383281000556,0.21523961671899944,0.0
10.0,1,crcfail_d,S2,0.1,5,0.129375,0.043510383281000556,0.21523961671899944,0.0
10.0,1,crcfail_d,V30,0.01,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_d,V30,0.05,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_d,V30,0.1,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_d,V90,0.01,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_d,V90,0.05,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_d,V90,0.1,5,0.0,0.0,0.0,0.0
10.0,1,crcfail_d,V150,0.01,5,0.042708333333333334,0.03264804232923343,0.05276862433743324,0.0
10.0,1,crcfail_d,V150,0.05,5,0.042708333333333334,0.03264804232923343,0.05276862433743324,0.0
10.0,1,crcfail_d,V150,0.1,5,0.042708333333333334,0.03264804232923343,0.05276862433743324,0.0
10.0,1,crcfail_d,V250,0.01,5,0.308125,0.2785544701724491,0.33769552982755086,0.0
10.0,1,crcfail_d,V250,0.05,5,0.308125,0.2785544701724491,0.33769552982755086,0.0
10.0,1,crcfail_d,V250,0.1,5,0.308125,0.2785544701724491,0.33769552982755086,0.0
10.0,1,crcfail_d,V400,0.01,5,0.5164583333333332,0.48109146982816714,0.5518251968384994,0.0
10.0,1,crcfail_d,V400,0.05,5,0.5164583333333332,0.48109146982816714,0.5518251968384994,0.0
10.0,1,crcfail_d,V400,0.1,5,0.5164583333333332,0.48109146982816714,0.5518251968384994,0.0
10.0,1,cf,DS200,0.01,5,0.008749999999999999,4.473578524217571e-05,0.01745526421475782,0.013333333333333332
10.0,1,cf,DS200,0.05,5,0.03791666666666667,0.012233637526794055,0.06359969580653928,0.04875
10.0,1,cf,DS200,0.1,5,0.08229166666666668,0.044438994832376726,0.12014433850095663,0.09291666666666668
10.0,1,cf,DS300,0.01,5,0.006666666666666666,3.365547259310403e-05,0.013299677860740228,0.013333333333333332
10.0,1,cf,DS300,0.05,5,0.030625000000000003,0.009048079612674148,0.05220192038732586,0.04875
10.0,1,cf,DS300,0.1,5,0.07083333333333333,0.0375172975720278,0.10414936909463887,0.09291666666666668
10.0,1,cf,DS600,0.01,5,0.004583333333333333,-0.0015244734154158113,0.010691140082082478,0.013333333333333332
10.0,1,cf,DS600,0.05,5,0.018125000000000002,0.00018912790920811579,0.03606087209079189,0.04875
10.0,1,cf,DS600,0.1,5,0.05354166666666667,0.004481042341612944,0.10260229099172039,0.09291666666666668
10.0,1,cf,DS1000,0.01,5,0.0025,0.000538461782970377,0.004461538217029623,0.013333333333333332
10.0,1,cf,DS1000,0.05,5,0.014791666666666667,0.0036879952911582897,0.025895338042175045,0.04875
10.0,1,cf,DS1000,0.1,5,0.060625,0.002498216875897602,0.1187517831241024,0.09291666666666668
10.0,1,cf,CDLA,0.01,5,0.052083333333333336,0.012197091833825544,0.09196957483284113,0.013333333333333332
10.0,1,cf,CDLA,0.05,5,0.14354166666666665,0.0938054332646997,0.1932779000686336,0.04875
