snr_db,window,stat,cond,n_seeds,auc_mean,ci_lo,ci_hi,seed0,seed1,seed2,seed3,seed4
5.0,8,resid,V90,5,0.6256805555555556,0.6075693221082074,0.6437917890029038,0.6270138888888889,0.6078472222222222,0.6244444444444445,0.6481944444444444,0.6209027777777778
5.0,8,resid,V150,5,0.7974722222222222,0.7648232376006253,0.8301212068438192,0.8140277777777778,0.7569444444444444,0.7860416666666666,0.8219444444444445,0.8084027777777778
5.0,8,resid,V250,5,0.9637499999999999,0.9542300527322604,0.9732699472677394,0.9602777777777778,0.9638888888888889,0.9713194444444444,0.9527777777777777,0.9704861111111112
5.0,8,resid,V400,5,0.9958888888888889,0.9936633052955639,0.998114472482214,0.9944444444444445,0.9939583333333334,0.9959027777777778,0.9967361111111112,0.9984027777777778
5.0,8,tdisp,DS200,5,0.6529027777777777,0.6197035291248002,0.6861020264307552,0.6675694444444444,0.6632638888888889,0.6214583333333333,0.6284722222222222,0.68375
5.0,8,tdisp,DS300,5,0.8246666666666667,0.8061584988394834,0.8431748344938499,0.8279166666666666,0.8225,0.8428472222222222,0.8284027777777778,0.8016666666666666
5.0,8,tdisp,DS600,5,0.8864027777777779,0.871686611258586,0.9011189442969697,0.8702777777777778,0.8968055555555555,0.8972916666666667,0.8782638888888888,0.889375
5.0,8,tdisp,DS1000,5,0.9025277777777777,0.8780753637194961,0.9269801918360593,0.8915277777777778,0.9114583333333334,0.9326388888888889,0.8935416666666667,0.8834722222222222
5.0,8,tdisp,CDLA,5,0.5014583333333333,0.4758155751893822,0.5271010914772845,0.4996527777777778,0.5291666666666667,0.5142361111111111,0.4855555555555556,0.47868055555555555
5.0,8,tdisp,CDLB,5,0.655625,0.6229639822519216,0.6882860177480784,0.6386111111111111,0.6397916666666666,0.6902777777777778,0.6320833333333333,0.6773611111111111
5.0,8,tdisp,CDLD,5,0.5558194444444445,0.4391677120776495,0.6724711768112396,0.42430555555555555,0.6785416666666667,0.5901388888888889,0.5161805555555555,0.5699305555555556
5.0,8,tdisp,CDLE,5,0.5684305555555556,0.45618084465553044,0.6806802664555807,0.44493055555555555,0.6990972222222223,0.5603472222222222,0.5566666666666666,0.5811111111111111
5.0,8,tdisp,S2,5,0.891,0.8588225116656226,0.9231774883343774,0.8710416666666667,0.9118055555555555,0.9213888888888889,0.8604861111111111,0.8902777777777777
5.0,8,tdisp,V30,5,0.5859305555555556,0.5334615899963051,0.6383995211148061,0.5170138888888889,0.6268055555555555,0.6019444444444444,0.5779166666666666,0.6059722222222222
5.0,8,tdisp,V90,5,0.9068194444444444,0.8930428083303921,0.9205960805584967,0.9092361111111111,0.9139583333333333,0.9075694444444444,0.9154861111111111,0.8878472222222222
5.0,8,tdisp,V150,5,0.9965555555555555,0.9947586034100159,0.9983525077010952,0.9983333333333333,0.9943055555555556,0.9969444444444444,0.9965972222222222,0.9965972222222222
5.0,8,tdisp,V250,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,8,tdisp,V400,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
